"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2011",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2012",1.41,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2013",1.42,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2014",1.47,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2015",1.5,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2016",1.59,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2017",1.57,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2018",1.57,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2019",1.54,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2020",1.53,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2011",1.4,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2012",1.34,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2013",1.29,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2014",1.3,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2015",1.33,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2016",1.38,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2017",1.35,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2018",1.35,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2019",1.35,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2020",1.28,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.24,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.34,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.34,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.41,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.44,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.52,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2011",2.02,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2012",2.04,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.81,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.75,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.71,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.71,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.75,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.72,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2011",2.03,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2012",1.98,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.93,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.89,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.85,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.82,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.78,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.75,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.7,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.63,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2011",1.42,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2012",1.42,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2013",1.39,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2014",1.38,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2015",1.36,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2016",1.36,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2017",1.34,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2018",1.31,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2019",1.27,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2020",1.24,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.39,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.41,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.43,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.42,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.45,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.44,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.43,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.42,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.36,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.33,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2011",1.24,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2012",1.3,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2013",1.19,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2014",1.21,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2015",1.24,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2016",1.17,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2017",1.05,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2018",0.98,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2019",0.92,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2020",0.84,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2011",1.51,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2012",1.57,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2013",1.55,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2014",1.5,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2015",1.47,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2016",1.41,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2017",1.39,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2018",1.38,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2019",1.34,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2020",1.37,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2011",2.32,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2012",2.3,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2013",2.27,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2014",2.24,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2015",2.22,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2016",2.19,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2017",2.16,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2018",2.13,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2019",2.1,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2020",2.08,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2011",1.76,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2012",1.72,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2013",1.68,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2014",1.71,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2015",1.66,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2016",1.66,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2017",1.62,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2018",1.59,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2019",1.57,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2020",1.55,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2011",2.09,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2012",2.1,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2013",2.01,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.92,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.99,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.87,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.81,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.71,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.72,
"NZL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.61,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2011",1.88,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2012",1.85,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2013",1.78,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2014",1.76,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2015",1.73,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2016",1.71,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2017",1.62,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2018",1.56,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2019",1.53,
"NOR","FERTILITY","TOT","CHD_WOMAN","A","2020",1.48,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2011",1.3,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2012",1.3,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.26,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.29,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.29,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.36,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.45,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.44,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.42,
"POL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.38,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2011",1.35,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2012",1.28,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2013",1.21,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2014",1.23,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2015",1.3,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2016",1.36,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2017",1.37,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2018",1.41,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2019",1.42,
"PRT","FERTILITY","TOT","CHD_WOMAN","A","2020",1.4,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2011",1.45,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2012",1.34,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2013",1.34,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2014",1.37,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2015",1.4,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2016",1.48,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2017",1.52,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2018",1.54,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2019",1.56,
"SVK","FERTILITY","TOT","CHD_WOMAN","A","2020",1.53,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2011",1.34,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2012",1.32,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2013",1.27,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2014",1.32,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2015",1.33,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2016",1.34,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2017",1.31,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2018",1.26,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2019",1.24,
"ESP","FERTILITY","TOT","CHD_WOMAN","A","2020",1.36,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2011",1.9,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2012",1.91,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2013",1.89,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2014",1.88,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2015",1.85,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2016",1.85,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2017",1.78,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2018",1.75,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2019",1.7,
"SWE","FERTILITY","TOT","CHD_WOMAN","A","2020",1.66,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2011",1.52,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2012",1.53,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2013",1.52,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2014",1.54,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2015",1.54,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2016",1.54,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2017",1.52,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2018",1.52,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2019",1.48,
"CHE","FERTILITY","TOT","CHD_WOMAN","A","2020",1.46,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2011",2.05,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2012",2.11,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2013",2.11,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2014",2.18,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2015",2.15,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2016",2.11,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2017",2.07,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2018",1.99,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2019",1.88,
"TUR","FERTILITY","TOT","CHD_WOMAN","A","2020",1.76,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2011",1.91,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2012",1.92,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2013",1.83,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2014",1.81,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2015",1.8,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2016",1.79,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2017",1.74,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2018",1.68,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2019",1.63,
"GBR","FERTILITY","TOT","CHD_WOMAN","A","2020",1.56,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2011",1.89,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2012",1.88,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2013",1.86,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2014",1.86,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2015",1.84,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2016",1.82,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2017",1.77,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2018",1.73,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2019",1.71,
"USA","FERTILITY","TOT","CHD_WOMAN","A","2020",1.64,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2011",1.87,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2012",1.85,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.82,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.79,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.75,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.71,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.68,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.65,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.63,
"CHL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.61,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2011",1.61,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2012",1.56,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2013",1.52,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2014",1.54,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2015",1.58,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2016",1.6,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2017",1.59,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2018",1.67,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2019",1.66,
"EST","FERTILITY","TOT","CHD_WOMAN","A","2020",1.58,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2011",3,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2012",3.05,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2013",3.03,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2014",3.08,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2015",3.09,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2016",3.11,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2017",3.11,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2018",3.09,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2019",3.01,
"ISR","FERTILITY","TOT","CHD_WOMAN","A","2020",2.9,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.56,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.58,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.55,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.58,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.57,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.58,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.62,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.61,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.61,
"SVN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.6,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2011",1.96,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2012",1.93,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.91,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.88,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.86,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.84,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.83,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.81,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.79,
"COL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.77,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2011",1.33,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2012",1.44,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2013",1.52,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2014",1.65,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2015",1.7,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2016",1.74,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2017",1.69,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2018",1.6,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2019",1.61,
"LVA","FERTILITY","TOT","CHD_WOMAN","A","2020",1.74,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2011",1.55,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2012",1.6,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2013",1.59,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2014",1.63,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2015",1.7,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2016",1.69,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2017",1.63,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2018",1.63,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2019",1.61,
"LTU","FERTILITY","TOT","CHD_WOMAN","A","2020",1.69,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2011",1.87,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2012",1.85,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2013",1.84,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2014",1.82,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2015",1.81,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2016",1.79,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2017",1.77,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2018",1.75,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2019",1.74,
"CRI","FERTILITY","TOT","CHD_WOMAN","A","2020",1.72,
