LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,EDUADULT,TRY,PC_25_64,A,2017,37.16811,
NLD,EDUADULT,TRY,PC_25_64,A,2018,38.343895,
NLD,EDUADULT,TRY,PC_25_64,A,2019,40.385136,
NLD,EDUADULT,TRY,PC_25_64,A,2020,42.644951,
NZL,EDUADULT,TRY,PC_25_64,A,2011,NaN,
NZL,EDUADULT,TRY,PC_25_64,A,2012,NaN,
NZL,EDUADULT,TRY,PC_25_64,A,2013,NaN,
NZL,EDUADULT,TRY,PC_25_64,A,2014,35.628941,
NZL,EDUADULT,TRY,PC_25_64,A,2015,34.040531,
NZL,EDUADULT,TRY,PC_25_64,A,2016,36.275139,
NZL,EDUADULT,TRY,PC_25_64,A,2017,37.730431,
NZL,EDUADULT,TRY,PC_25_64,A,2018,39.292675,
NZL,EDUADULT,TRY,PC_25_64,A,2019,39.065784,
NZL,EDUADULT,TRY,PC_25_64,A,2020,40.121872,
NOR,EDUADULT,TRY,PC_25_64,A,2011,38.053513,
NOR,EDUADULT,TRY,PC_25_64,A,2012,38.561893,
NOR,EDUADULT,TRY,PC_25_64,A,2013,39.770252,
NOR,EDUADULT,TRY,PC_25_64,A,2014,41.757915,
NOR,EDUADULT,TRY,PC_25_64,A,2015,42.706734,
NOR,EDUADULT,TRY,PC_25_64,A,2016,43.016758,
NOR,EDUADULT,TRY,PC_25_64,A,2017,43.207031,
NOR,EDUADULT,TRY,PC_25_64,A,2018,43.575832,
NOR,EDUADULT,TRY,PC_25_64,A,2019,44.129421,
NOR,EDUADULT,TRY,PC_25_64,A,2020,45.273285,
POL,EDUADULT,TRY,PC_25_64,A,2011,23.283596,
POL,EDUADULT,TRY,PC_25_64,A,2012,24.512804,
POL,EDUADULT,TRY,PC_25_64,A,2013,25.755669,
POL,EDUADULT,TRY,PC_25_64,A,2014,26.995474,
POL,EDUADULT,TRY,PC_25_64,A,2015,27.747267,
POL,EDUADULT,TRY,PC_25_64,A,2016,28.711193,
POL,EDUADULT,TRY,PC_25_64,A,2017,29.919453,
POL,EDUADULT,TRY,PC_25_64,A,2018,30.919592,
POL,EDUADULT,TRY,PC_25_64,A,2019,32.014767,
POL,EDUADULT,TRY,PC_25_64,A,2020,32.875156,
PRT,EDUADULT,TRY,PC_25_64,A,2011,17.25703,
PRT,EDUADULT,TRY,PC_25_64,A,2012,18.534111,
PRT,EDUADULT,TRY,PC_25_64,A,2013,19.307142,
PRT,EDUADULT,TRY,PC_25_64,A,2014,21.7169,
PRT,EDUADULT,TRY,PC_25_64,A,2015,22.857506,
PRT,EDUADULT,TRY,PC_25_64,A,2016,23.855154,
PRT,EDUADULT,TRY,PC_25_64,A,2017,24.039421,
PRT,EDUADULT,TRY,PC_25_64,A,2018,24.984337,
PRT,EDUADULT,TRY,PC_25_64,A,2019,26.284128,
PRT,EDUADULT,TRY,PC_25_64,A,2020,28.164339,
SVK,EDUADULT,TRY,PC_25_64,A,2011,18.617317,
SVK,EDUADULT,TRY,PC_25_64,A,2012,18.979084,
SVK,EDUADULT,TRY,PC_25_64,A,2013,19.87734,
SVK,EDUADULT,TRY,PC_25_64,A,2014,20.379578,
SVK,EDUADULT,TRY,PC_25_64,A,2015,21.149881,
SVK,EDUADULT,TRY,PC_25_64,A,2016,21.979519,
SVK,EDUADULT,TRY,PC_25_64,A,2017,23.095415,
SVK,EDUADULT,TRY,PC_25_64,A,2018,24.58342,
SVK,EDUADULT,TRY,PC_25_64,A,2019,25.786274,
SVK,EDUADULT,TRY,PC_25_64,A,2020,26.773348,
ESP,EDUADULT,TRY,PC_25_64,A,2011,31.91456,
ESP,EDUADULT,TRY,PC_25_64,A,2012,32.649994,
ESP,EDUADULT,TRY,PC_25_64,A,2013,33.734821,
ESP,EDUADULT,TRY,PC_25_64,A,2014,34.678776,
ESP,EDUADULT,TRY,PC_25_64,A,2015,35.081161,
ESP,EDUADULT,TRY,PC_25_64,A,2016,35.693489,
ESP,EDUADULT,TRY,PC_25_64,A,2017,36.351273,
ESP,EDUADULT,TRY,PC_25_64,A,2018,37.252804,
ESP,EDUADULT,TRY,PC_25_64,A,2019,38.596992,
ESP,EDUADULT,TRY,PC_25_64,A,2020,39.68692,
SWE,EDUADULT,TRY,PC_25_64,A,2011,35.174355,
SWE,EDUADULT,TRY,PC_25_64,A,2012,35.698952,
SWE,EDUADULT,TRY,PC_25_64,A,2013,37.034386,
SWE,EDUADULT,TRY,PC_25_64,A,2014,38.700306,
SWE,EDUADULT,TRY,PC_25_64,A,2015,39.786552,
SWE,EDUADULT,TRY,PC_25_64,A,2016,41.139179,
SWE,EDUADULT,TRY,PC_25_64,A,2017,41.936691,
SWE,EDUADULT,TRY,PC_25_64,A,2018,43.247318,
SWE,EDUADULT,TRY,PC_25_64,A,2019,43.970543,
SWE,EDUADULT,TRY,PC_25_64,A,2020,44.608795,
CHE,EDUADULT,TRY,PC_25_64,A,2011,34.000179,
CHE,EDUADULT,TRY,PC_25_64,A,2012,35.291126,
CHE,EDUADULT,TRY,PC_25_64,A,2013,37.407192,
CHE,EDUADULT,TRY,PC_25_64,A,2014,38.428497,
CHE,EDUADULT,TRY,PC_25_64,A,2015,39.782719,
CHE,EDUADULT,TRY,PC_25_64,A,2016,41.235474,
CHE,EDUADULT,TRY,PC_25_64,A,2017,42.594601,
CHE,EDUADULT,TRY,PC_25_64,A,2018,43.744415,
CHE,EDUADULT,TRY,PC_25_64,A,2019,44.412537,
CHE,EDUADULT,TRY,PC_25_64,A,2020,45.277538,
TUR,EDUADULT,TRY,PC_25_64,A,2011,14.034094,
TUR,EDUADULT,TRY,PC_25_64,A,2012,15.290227,
TUR,EDUADULT,TRY,PC_25_64,A,2013,15.907355,
TUR,EDUADULT,TRY,PC_25_64,A,2014,16.693634,
TUR,EDUADULT,TRY,PC_25_64,A,2015,18.020138,
TUR,EDUADULT,TRY,PC_25_64,A,2016,19.362528,
TUR,EDUADULT,TRY,PC_25_64,A,2017,20.013071,
TUR,EDUADULT,TRY,PC_25_64,A,2018,20.780222,
TUR,EDUADULT,TRY,PC_25_64,A,2019,21.951159,
TUR,EDUADULT,TRY,PC_25_64,A,2020,NaN,
GBR,EDUADULT,TRY,PC_25_64,A,2011,39.412373,
GBR,EDUADULT,TRY,PC_25_64,A,2012,40.977753,
GBR,EDUADULT,TRY,PC_25_64,A,2013,41.891979,
GBR,EDUADULT,TRY,PC_25_64,A,2014,42.217449,
GBR,EDUADULT,TRY,PC_25_64,A,2015,44.197987,
GBR,EDUADULT,TRY,PC_25_64,A,2016,45.766762,
GBR,EDUADULT,TRY,PC_25_64,A,2017,45.744305,
GBR,EDUADULT,TRY,PC_25_64,A,2018,45.781677,
GBR,EDUADULT,TRY,PC_25_64,A,2019,47.189125,
GBR,EDUADULT,TRY,PC_25_64,A,2020,49.39045,
USA,EDUADULT,TRY,PC_25_64,A,2011,42.44838,
USA,EDUADULT,TRY,PC_25_64,A,2012,43.052437,
USA,EDUADULT,TRY,PC_25_64,A,2013,43.910252,
USA,EDUADULT,TRY,PC_25_64,A,2014,44.224617,
USA,EDUADULT,TRY,PC_25_64,A,2015,44.629398,
USA,EDUADULT,TRY,PC_25_64,A,2016,45.666355,
USA,EDUADULT,TRY,PC_25_64,A,2017,46.3568,
USA,EDUADULT,TRY,PC_25_64,A,2018,47.431145,
USA,EDUADULT,TRY,PC_25_64,A,2019,48.340187,
USA,EDUADULT,TRY,PC_25_64,A,2020,50.055275,
CHL,EDUADULT,TRY,PC_25_64,A,2011,17.813892,
CHL,EDUADULT,TRY,PC_25_64,A,2012,NaN,
CHL,EDUADULT,TRY,PC_25_64,A,2013,21.089819,
CHL,EDUADULT,TRY,PC_25_64,A,2014,NaN,
CHL,EDUADULT,TRY,PC_25_64,A,2015,22.475199,
CHL,EDUADULT,TRY,PC_25_64,A,2016,NaN,
CHL,EDUADULT,TRY,PC_25_64,A,2017,25.168179,
CHL,EDUADULT,TRY,PC_25_64,A,2018,NaN,
CHL,EDUADULT,TRY,PC_25_64,A,2019,NaN,
CHL,EDUADULT,TRY,PC_25_64,A,2020,31.439775,
COL,EDUADULT,TRY,PC_25_64,A,2011,NaN,
COL,EDUADULT,TRY,PC_25_64,A,2012,NaN,
COL,EDUADULT,TRY,PC_25_64,A,2013,NaN,
COL,EDUADULT,TRY,PC_25_64,A,2014,22.356598,
COL,EDUADULT,TRY,PC_25_64,A,2015,21.562889,
COL,EDUADULT,TRY,PC_25_64,A,2016,22.247128,
COL,EDUADULT,TRY,PC_25_64,A,2017,22.491623,
COL,EDUADULT,TRY,PC_25_64,A,2018,23.391361,
COL,EDUADULT,TRY,PC_25_64,A,2019,23.819326,
COL,EDUADULT,TRY,PC_25_64,A,2020,24.594643,
EST,EDUADULT,TRY,PC_25_64,A,2011,36.889767,
EST,EDUADULT,TRY,PC_25_64,A,2012,37.605877,
EST,EDUADULT,TRY,PC_25_64,A,2013,37.345535,
EST,EDUADULT,TRY,PC_25_64,A,2014,37.499954,
EST,EDUADULT,TRY,PC_25_64,A,2015,38.030697,
EST,EDUADULT,TRY,PC_25_64,A,2016,38.756851,
EST,EDUADULT,TRY,PC_25_64,A,2017,39.663879,
EST,EDUADULT,TRY,PC_25_64,A,2018,41.130722,
EST,EDUADULT,TRY,PC_25_64,A,2019,41.368298,
EST,EDUADULT,TRY,PC_25_64,A,2020,42.209454,
ISR,EDUADULT,TRY,PC_25_64,A,2011,46.396889,
ISR,EDUADULT,TRY,PC_25_64,A,2012,46.441711,
ISR,EDUADULT,TRY,PC_25_64,A,2013,47.421043,
ISR,EDUADULT,TRY,PC_25_64,A,2014,48.53273,
ISR,EDUADULT,TRY,PC_25_64,A,2015,48.824478,
ISR,EDUADULT,TRY,PC_25_64,A,2016,49.895348,
ISR,EDUADULT,TRY,PC_25_64,A,2017,50.91605,
ISR,EDUADULT,TRY,PC_25_64,A,2018,50.201576,
ISR,EDUADULT,TRY,PC_25_64,A,2019,50.246292,
ISR,EDUADULT,TRY,PC_25_64,A,2020,50.12072,
LVA,EDUADULT,TRY,PC_25_64,A,2011,27.69327,
LVA,EDUADULT,TRY,PC_25_64,A,2012,29.227177,
LVA,EDUADULT,TRY,PC_25_64,A,2013,31.011995,
LVA,EDUADULT,TRY,PC_25_64,A,2014,30.230137,
LVA,EDUADULT,TRY,PC_25_64,A,2015,31.591949,
LVA,EDUADULT,TRY,PC_25_64,A,2016,33.361481,
LVA,EDUADULT,TRY,PC_25_64,A,2017,33.882294,
LVA,EDUADULT,TRY,PC_25_64,A,2018,33.939289,
LVA,EDUADULT,TRY,PC_25_64,A,2019,35.707733,
LVA,EDUADULT,TRY,PC_25_64,A,2020,37.833885,
SVN,EDUADULT,TRY,PC_25_64,A,2011,25.09059,
SVN,EDUADULT,TRY,PC_25_64,A,2012,26.439035,
SVN,EDUADULT,TRY,PC_25_64,A,2013,27.880541,
SVN,EDUADULT,TRY,PC_25_64,A,2014,28.600916,
SVN,EDUADULT,TRY,PC_25_64,A,2015,30.173296,
SVN,EDUADULT,TRY,PC_25_64,A,2016,30.735788,
SVN,EDUADULT,TRY,PC_25_64,A,2017,34.302807,
SVN,EDUADULT,TRY,PC_25_64,A,2018,32.455208,
SVN,EDUADULT,TRY,PC_25_64,A,2019,33.283279,
SVN,EDUADULT,TRY,PC_25_64,A,2020,35.881027,
LTU,EDUADULT,TRY,PC_25_64,A,2011,33.489258,
LTU,EDUADULT,TRY,PC_25_64,A,2012,34.05378,
LTU,EDUADULT,TRY,PC_25_64,A,2013,35.19833,
LTU,EDUADULT,TRY,PC_25_64,A,2014,36.668087,
LTU,EDUADULT,TRY,PC_25_64,A,2015,38.724106,
LTU,EDUADULT,TRY,PC_25_64,A,2016,39.732628,
LTU,EDUADULT,TRY,PC_25_64,A,2017,40.273941,
LTU,EDUADULT,TRY,PC_25_64,A,2018,41.654594,
LTU,EDUADULT,TRY,PC_25_64,A,2019,43.149418,
LTU,EDUADULT,TRY,PC_25_64,A,2020,44.13818,
CRI,EDUADULT,TRY,PC_25_64,A,2011,21.594719,
CRI,EDUADULT,TRY,PC_25_64,A,2012,23.244442,
CRI,EDUADULT,TRY,PC_25_64,A,2013,23.270735,
CRI,EDUADULT,TRY,PC_25_64,A,2014,23.535925,
CRI,EDUADULT,TRY,PC_25_64,A,2015,23.136086,
CRI,EDUADULT,TRY,PC_25_64,A,2016,22.998714,
CRI,EDUADULT,TRY,PC_25_64,A,2017,22.989092,
CRI,EDUADULT,TRY,PC_25_64,A,2018,22.601564,
CRI,EDUADULT,TRY,PC_25_64,A,2019,25.066828,
CRI,EDUADULT,TRY,PC_25_64,A,2020,25.112001,
