LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,GDP,TOT,USD_CAP,A,2017,29609.446369,
POL,GDP,TOT,USD_CAP,A,2018,31662.210541,
POL,GDP,TOT,USD_CAP,A,2019,33358.890434,
POL,GDP,TOT,USD_CAP,A,2020,34040.704602,
PRT,GDP,TOT,USD_CAP,A,2011,26769.42769,
PRT,GDP,TOT,USD_CAP,A,2012,26438.140472,
PRT,GDP,TOT,USD_CAP,A,2013,27936.006299,
PRT,GDP,TOT,USD_CAP,A,2014,28742.313125,
PRT,GDP,TOT,USD_CAP,A,2015,29660.845901,
PRT,GDP,TOT,USD_CAP,A,2016,31607.610185,
PRT,GDP,TOT,USD_CAP,A,2017,33044.70015,
PRT,GDP,TOT,USD_CAP,A,2018,34928.61899,
PRT,GDP,TOT,USD_CAP,A,2019,36171.964841,
PRT,GDP,TOT,USD_CAP,A,2020,34250.688379,P
SVK,GDP,TOT,USD_CAP,A,2011,26260.184756,
SVK,GDP,TOT,USD_CAP,A,2012,27000.730262,
SVK,GDP,TOT,USD_CAP,A,2013,28021.090416,
SVK,GDP,TOT,USD_CAP,A,2014,29029.587681,
SVK,GDP,TOT,USD_CAP,A,2015,30062.179649,
SVK,GDP,TOT,USD_CAP,A,2016,29737.53009,
SVK,GDP,TOT,USD_CAP,A,2017,30147.015977,
SVK,GDP,TOT,USD_CAP,A,2018,31374.187996,
SVK,GDP,TOT,USD_CAP,A,2019,32104.261948,
SVK,GDP,TOT,USD_CAP,A,2020,31801.083565,
ESP,GDP,TOT,USD_CAP,A,2011,31872.363088,
ESP,GDP,TOT,USD_CAP,A,2012,31724.631513,
ESP,GDP,TOT,USD_CAP,A,2013,32452.659676,
ESP,GDP,TOT,USD_CAP,A,2014,33544.352014,
ESP,GDP,TOT,USD_CAP,A,2015,34929.20969,
ESP,GDP,TOT,USD_CAP,A,2016,37313.634913,
ESP,GDP,TOT,USD_CAP,A,2017,39580.188366,
ESP,GDP,TOT,USD_CAP,A,2018,40756.445269,
ESP,GDP,TOT,USD_CAP,A,2019,41721.222195,P
ESP,GDP,TOT,USD_CAP,A,2020,37764.086581,P
SWE,GDP,TOT,USD_CAP,A,2011,44608.584887,
SWE,GDP,TOT,USD_CAP,A,2012,45432.431014,
SWE,GDP,TOT,USD_CAP,A,2013,46312.397402,
SWE,GDP,TOT,USD_CAP,A,2014,47184.673173,
SWE,GDP,TOT,USD_CAP,A,2015,49103.131953,
SWE,GDP,TOT,USD_CAP,A,2016,50430.25079,
SWE,GDP,TOT,USD_CAP,A,2017,51947.95578,
SWE,GDP,TOT,USD_CAP,A,2018,53521.635778,
SWE,GDP,TOT,USD_CAP,A,2019,54598.781841,
SWE,GDP,TOT,USD_CAP,A,2020,55631.003715,
CHE,GDP,TOT,USD_CAP,A,2011,57987.486864,
CHE,GDP,TOT,USD_CAP,A,2012,59933.617056,
CHE,GDP,TOT,USD_CAP,A,2013,62225.11235,
CHE,GDP,TOT,USD_CAP,A,2014,64103.009758,
CHE,GDP,TOT,USD_CAP,A,2015,66020.20952,
CHE,GDP,TOT,USD_CAP,A,2016,68105.138178,
CHE,GDP,TOT,USD_CAP,A,2017,69103.567686,
CHE,GDP,TOT,USD_CAP,A,2018,71660.23286,
CHE,GDP,TOT,USD_CAP,A,2019,72033.948683,
CHE,GDP,TOT,USD_CAP,A,2020,71731.951611,
TUR,GDP,TOT,USD_CAP,A,2011,19590.858369,
TUR,GDP,TOT,USD_CAP,A,2012,20627.440729,
TUR,GDP,TOT,USD_CAP,A,2013,22373.136543,
TUR,GDP,TOT,USD_CAP,A,2014,24104.984583,
TUR,GDP,TOT,USD_CAP,A,2015,25855.912681,
TUR,GDP,TOT,USD_CAP,A,2016,26695.909373,
TUR,GDP,TOT,USD_CAP,A,2017,28193.061398,
TUR,GDP,TOT,USD_CAP,A,2018,28281.473275,
TUR,GDP,TOT,USD_CAP,A,2019,27106.163552,
TUR,GDP,TOT,USD_CAP,A,2020,27554.33698,
GBR,GDP,TOT,USD_CAP,A,2011,37245.250086,
GBR,GDP,TOT,USD_CAP,A,2012,38329.611081,
GBR,GDP,TOT,USD_CAP,A,2013,39989.080724,
GBR,GDP,TOT,USD_CAP,A,2014,41288.479526,
GBR,GDP,TOT,USD_CAP,A,2015,42601.747441,
GBR,GDP,TOT,USD_CAP,A,2016,44230.588833,
GBR,GDP,TOT,USD_CAP,A,2017,46117.225681,
GBR,GDP,TOT,USD_CAP,A,2018,47219.464771,
GBR,GDP,TOT,USD_CAP,A,2019,48701.862254,
GBR,GDP,TOT,USD_CAP,A,2020,45644.388606,
USA,GDP,TOT,USD_CAP,A,2011,49997.535335,
USA,GDP,TOT,USD_CAP,A,2012,51729.310147,
USA,GDP,TOT,USD_CAP,A,2013,53241.104196,
USA,GDP,TOT,USD_CAP,A,2014,55081.542599,
USA,GDP,TOT,USD_CAP,A,2015,56731.074605,
USA,GDP,TOT,USD_CAP,A,2016,57846.274282,
USA,GDP,TOT,USD_CAP,A,2017,59889.613185,
USA,GDP,TOT,USD_CAP,A,2018,62802.149571,
USA,GDP,TOT,USD_CAP,A,2019,65081.408834,
USA,GDP,TOT,USD_CAP,A,2020,63790.314764,
CHL,GDP,TOT,USD_CAP,A,2011,20235.570595,
CHL,GDP,TOT,USD_CAP,A,2012,21458.811663,
CHL,GDP,TOT,USD_CAP,A,2013,22295.739695,
CHL,GDP,TOT,USD_CAP,A,2014,22650.712392,
CHL,GDP,TOT,USD_CAP,A,2015,22563.581773,
CHL,GDP,TOT,USD_CAP,A,2016,23384.612666,
CHL,GDP,TOT,USD_CAP,A,2017,24479.458712,
CHL,GDP,TOT,USD_CAP,A,2018,25496.431399,
CHL,GDP,TOT,USD_CAP,A,2019,25117.049751,
CHL,GDP,TOT,USD_CAP,A,2020,24647.935219,
COL,GDP,TOT,USD_CAP,A,2011,11726.775903,
COL,GDP,TOT,USD_CAP,A,2012,12115.059684,
COL,GDP,TOT,USD_CAP,A,2013,12799.508325,
COL,GDP,TOT,USD_CAP,A,2014,13365.993539,
COL,GDP,TOT,USD_CAP,A,2015,13330.562044,
COL,GDP,TOT,USD_CAP,A,2016,14054.69606,
COL,GDP,TOT,USD_CAP,A,2017,14479.812544,
COL,GDP,TOT,USD_CAP,A,2018,15439.041412,
COL,GDP,TOT,USD_CAP,A,2019,16130.847299,
COL,GDP,TOT,USD_CAP,A,2020,15306.341722,P
EST,GDP,TOT,USD_CAP,A,2011,23635.618585,
EST,GDP,TOT,USD_CAP,A,2012,24931.040725,
EST,GDP,TOT,USD_CAP,A,2013,26245.761354,
EST,GDP,TOT,USD_CAP,A,2014,27588.519087,
EST,GDP,TOT,USD_CAP,A,2015,27387.593703,
EST,GDP,TOT,USD_CAP,A,2016,29402.004675,
EST,GDP,TOT,USD_CAP,A,2017,31796.533462,
EST,GDP,TOT,USD_CAP,A,2018,34349.079959,
EST,GDP,TOT,USD_CAP,A,2019,36103.941326,
EST,GDP,TOT,USD_CAP,A,2020,36780.619897,
ISR,GDP,TOT,USD_CAP,A,2011,31172.65097,
ISR,GDP,TOT,USD_CAP,A,2012,32336.088557,
ISR,GDP,TOT,USD_CAP,A,2013,34755.382282,
ISR,GDP,TOT,USD_CAP,A,2014,34755.764513,
ISR,GDP,TOT,USD_CAP,A,2015,35877.114973,
ISR,GDP,TOT,USD_CAP,A,2016,38220.119122,
ISR,GDP,TOT,USD_CAP,A,2017,39464.353422,
ISR,GDP,TOT,USD_CAP,A,2018,40247.088382,
ISR,GDP,TOT,USD_CAP,A,2019,40473.211637,
ISR,GDP,TOT,USD_CAP,A,2020,40090.868901,
SVN,GDP,TOT,USD_CAP,A,2011,28931.423641,
SVN,GDP,TOT,USD_CAP,A,2012,29048.325999,
SVN,GDP,TOT,USD_CAP,A,2013,29979.618841,
SVN,GDP,TOT,USD_CAP,A,2014,30872.72888,
SVN,GDP,TOT,USD_CAP,A,2015,31631.838376,
SVN,GDP,TOT,USD_CAP,A,2016,33942.76789,
SVN,GDP,TOT,USD_CAP,A,2017,36517.579273,
SVN,GDP,TOT,USD_CAP,A,2018,39008.297051,
SVN,GDP,TOT,USD_CAP,A,2019,40773.2339,
SVN,GDP,TOT,USD_CAP,A,2020,39804.907823,
LVA,GDP,TOT,USD_CAP,A,2011,19256.68991,
LVA,GDP,TOT,USD_CAP,A,2012,21297.472621,
LVA,GDP,TOT,USD_CAP,A,2013,22637.197448,
LVA,GDP,TOT,USD_CAP,A,2014,23810.218371,
LVA,GDP,TOT,USD_CAP,A,2015,24975.479748,
LVA,GDP,TOT,USD_CAP,A,2016,26724.459825,
LVA,GDP,TOT,USD_CAP,A,2017,28689.57466,
LVA,GDP,TOT,USD_CAP,A,2018,30891.884185,
LVA,GDP,TOT,USD_CAP,A,2019,31926.547871,
LVA,GDP,TOT,USD_CAP,A,2020,32311.001937,
LTU,GDP,TOT,USD_CAP,A,2011,22884.804355,
LTU,GDP,TOT,USD_CAP,A,2012,24703.697943,
LTU,GDP,TOT,USD_CAP,A,2013,26721.601926,
LTU,GDP,TOT,USD_CAP,A,2014,28184.499091,
LTU,GDP,TOT,USD_CAP,A,2015,28834.457574,
LTU,GDP,TOT,USD_CAP,A,2016,30925.151813,
LTU,GDP,TOT,USD_CAP,A,2017,33761.906595,
LTU,GDP,TOT,USD_CAP,A,2018,36376.535744,
LTU,GDP,TOT,USD_CAP,A,2019,38578.886614,
LTU,GDP,TOT,USD_CAP,A,2020,39086.587188,
CRI,GDP,TOT,USD_CAP,A,2011,14068.154868,
CRI,GDP,TOT,USD_CAP,A,2012,14852.929898,
CRI,GDP,TOT,USD_CAP,A,2013,15542.368395,
CRI,GDP,TOT,USD_CAP,A,2014,16615.974075,
CRI,GDP,TOT,USD_CAP,A,2015,17649.314854,
CRI,GDP,TOT,USD_CAP,A,2016,19119.336147,
CRI,GDP,TOT,USD_CAP,A,2017,20368.230268,
CRI,GDP,TOT,USD_CAP,A,2018,21312.71338,
CRI,GDP,TOT,USD_CAP,A,2019,22598.071946,
CRI,GDP,TOT,USD_CAP,A,2020,22180.99204,E
