LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CZE,EMP,TOT,PC_WKGPOP,A,2014,68.975,
CZE,EMP,TOT,PC_WKGPOP,A,2015,70.225,
CZE,EMP,TOT,PC_WKGPOP,A,2016,71.95,
CZE,EMP,TOT,PC_WKGPOP,A,2017,73.625,
CZE,EMP,TOT,PC_WKGPOP,A,2018,74.825,
CZE,EMP,TOT,PC_WKGPOP,A,2019,75.125,
CZE,EMP,TOT,PC_WKGPOP,A,2020,74.4,
DNK,EMP,TOT,PC_WKGPOP,A,2011,71.625,
DNK,EMP,TOT,PC_WKGPOP,A,2012,71.025,
DNK,EMP,TOT,PC_WKGPOP,A,2013,70.775,
DNK,EMP,TOT,PC_WKGPOP,A,2014,71.1,
DNK,EMP,TOT,PC_WKGPOP,A,2015,71.975,B
DNK,EMP,TOT,PC_WKGPOP,A,2016,72.675,B
DNK,EMP,TOT,PC_WKGPOP,A,2017,73.225,
DNK,EMP,TOT,PC_WKGPOP,A,2018,74.125,
DNK,EMP,TOT,PC_WKGPOP,A,2019,75,
DNK,EMP,TOT,PC_WKGPOP,A,2020,74.425,
FIN,EMP,TOT,PC_WKGPOP,A,2011,68,
FIN,EMP,TOT,PC_WKGPOP,A,2012,68.45,
FIN,EMP,TOT,PC_WKGPOP,A,2013,68.075,
FIN,EMP,TOT,PC_WKGPOP,A,2014,67.95,
FIN,EMP,TOT,PC_WKGPOP,A,2015,67.55,
FIN,EMP,TOT,PC_WKGPOP,A,2016,68.225,
FIN,EMP,TOT,PC_WKGPOP,A,2017,69.075,
FIN,EMP,TOT,PC_WKGPOP,A,2018,71.15,
FIN,EMP,TOT,PC_WKGPOP,A,2019,72,
FIN,EMP,TOT,PC_WKGPOP,A,2020,71.175,
FRA,EMP,TOT,PC_WKGPOP,A,2011,64.3,
FRA,EMP,TOT,PC_WKGPOP,A,2012,64.375,
FRA,EMP,TOT,PC_WKGPOP,A,2013,64.375,
FRA,EMP,TOT,PC_WKGPOP,A,2014,64.525,
FRA,EMP,TOT,PC_WKGPOP,A,2015,64.7,
FRA,EMP,TOT,PC_WKGPOP,A,2016,65,
FRA,EMP,TOT,PC_WKGPOP,A,2017,65.55,
FRA,EMP,TOT,PC_WKGPOP,A,2018,66.15,
FRA,EMP,TOT,PC_WKGPOP,A,2019,66.375,
FRA,EMP,TOT,PC_WKGPOP,A,2020,66.1,
DEU,EMP,TOT,PC_WKGPOP,A,2011,71.775,
DEU,EMP,TOT,PC_WKGPOP,A,2012,72.05,
DEU,EMP,TOT,PC_WKGPOP,A,2013,72.525,
DEU,EMP,TOT,PC_WKGPOP,A,2014,72.8,
DEU,EMP,TOT,PC_WKGPOP,A,2015,73,
DEU,EMP,TOT,PC_WKGPOP,A,2016,73.675,
DEU,EMP,TOT,PC_WKGPOP,A,2017,74.25,
DEU,EMP,TOT,PC_WKGPOP,A,2018,74.9,
DEU,EMP,TOT,PC_WKGPOP,A,2019,75.65,B
DEU,EMP,TOT,PC_WKGPOP,A,2020,76.15579,E
GRC,EMP,TOT,PC_WKGPOP,A,2011,54.85,
GRC,EMP,TOT,PC_WKGPOP,A,2012,50.425,
GRC,EMP,TOT,PC_WKGPOP,A,2013,48.475,
GRC,EMP,TOT,PC_WKGPOP,A,2014,49.225,
GRC,EMP,TOT,PC_WKGPOP,A,2015,50.7,
GRC,EMP,TOT,PC_WKGPOP,A,2016,51.775,
GRC,EMP,TOT,PC_WKGPOP,A,2017,53.225,
GRC,EMP,TOT,PC_WKGPOP,A,2018,54.525,
GRC,EMP,TOT,PC_WKGPOP,A,2019,56.125,
GRC,EMP,TOT,PC_WKGPOP,A,2020,53.675,
HUN,EMP,TOT,PC_WKGPOP,A,2011,57.55,
HUN,EMP,TOT,PC_WKGPOP,A,2012,58.625,
HUN,EMP,TOT,PC_WKGPOP,A,2013,60.125,
HUN,EMP,TOT,PC_WKGPOP,A,2014,63.65,
HUN,EMP,TOT,PC_WKGPOP,A,2015,65.85,
HUN,EMP,TOT,PC_WKGPOP,A,2016,68.525,
HUN,EMP,TOT,PC_WKGPOP,A,2017,70.175,
HUN,EMP,TOT,PC_WKGPOP,A,2018,71.4,
HUN,EMP,TOT,PC_WKGPOP,A,2019,72.225,
HUN,EMP,TOT,PC_WKGPOP,A,2020,71.95,
ISL,EMP,TOT,PC_WKGPOP,A,2011,78.475,
ISL,EMP,TOT,PC_WKGPOP,A,2012,79.675,
ISL,EMP,TOT,PC_WKGPOP,A,2013,81.1,
ISL,EMP,TOT,PC_WKGPOP,A,2014,82.95,
ISL,EMP,TOT,PC_WKGPOP,A,2015,84.725,
ISL,EMP,TOT,PC_WKGPOP,A,2016,86.525,
ISL,EMP,TOT,PC_WKGPOP,A,2017,86.1,
ISL,EMP,TOT,PC_WKGPOP,A,2018,85.075,
ISL,EMP,TOT,PC_WKGPOP,A,2019,84.1,
ISL,EMP,TOT,PC_WKGPOP,A,2020,80.3,B
IRL,EMP,TOT,PC_WKGPOP,A,2011,60.025,
IRL,EMP,TOT,PC_WKGPOP,A,2012,59.9,
IRL,EMP,TOT,PC_WKGPOP,A,2013,61.75,
IRL,EMP,TOT,PC_WKGPOP,A,2014,63.125,
IRL,EMP,TOT,PC_WKGPOP,A,2015,64.7,
IRL,EMP,TOT,PC_WKGPOP,A,2016,66.425,
IRL,EMP,TOT,PC_WKGPOP,A,2017,67.575,
IRL,EMP,TOT,PC_WKGPOP,A,2018,68.475,
IRL,EMP,TOT,PC_WKGPOP,A,2019,69.45,
IRL,EMP,TOT,PC_WKGPOP,A,2020,66.55,
ITA,EMP,TOT,PC_WKGPOP,A,2011,56.35,
ITA,EMP,TOT,PC_WKGPOP,A,2012,56.075,
ITA,EMP,TOT,PC_WKGPOP,A,2013,54.95,
ITA,EMP,TOT,PC_WKGPOP,A,2014,55.275,
ITA,EMP,TOT,PC_WKGPOP,A,2015,56.025,
ITA,EMP,TOT,PC_WKGPOP,A,2016,57.05,
ITA,EMP,TOT,PC_WKGPOP,A,2017,57.875,
ITA,EMP,TOT,PC_WKGPOP,A,2018,58.5,
ITA,EMP,TOT,PC_WKGPOP,A,2019,59.05,
ITA,EMP,TOT,PC_WKGPOP,A,2020,57.45,
JPN,EMP,TOT,PC_WKGPOP,A,2011,70.82615,B
JPN,EMP,TOT,PC_WKGPOP,A,2012,70.61858,
JPN,EMP,TOT,PC_WKGPOP,A,2013,71.7585,
JPN,EMP,TOT,PC_WKGPOP,A,2014,72.7607,
JPN,EMP,TOT,PC_WKGPOP,A,2015,73.3971,
JPN,EMP,TOT,PC_WKGPOP,A,2016,74.52277,
JPN,EMP,TOT,PC_WKGPOP,A,2017,75.50069,
JPN,EMP,TOT,PC_WKGPOP,A,2018,77.1633,
JPN,EMP,TOT,PC_WKGPOP,A,2019,78.11421,
JPN,EMP,TOT,PC_WKGPOP,A,2020,77.72765,
KOR,EMP,TOT,PC_WKGPOP,A,2011,63.91484,
KOR,EMP,TOT,PC_WKGPOP,A,2012,64.34369,
KOR,EMP,TOT,PC_WKGPOP,A,2013,64.62727,
KOR,EMP,TOT,PC_WKGPOP,A,2014,65.56622,
KOR,EMP,TOT,PC_WKGPOP,A,2015,65.90981,
KOR,EMP,TOT,PC_WKGPOP,A,2016,66.07566,
KOR,EMP,TOT,PC_WKGPOP,A,2017,66.62926,
KOR,EMP,TOT,PC_WKGPOP,A,2018,66.61324,
KOR,EMP,TOT,PC_WKGPOP,A,2019,66.82268,
KOR,EMP,TOT,PC_WKGPOP,A,2020,65.86022,
LUX,EMP,TOT,PC_WKGPOP,A,2011,64.625,
LUX,EMP,TOT,PC_WKGPOP,A,2012,65.85,
LUX,EMP,TOT,PC_WKGPOP,A,2013,65.725,
LUX,EMP,TOT,PC_WKGPOP,A,2014,66.625,B
LUX,EMP,TOT,PC_WKGPOP,A,2015,66.15,
LUX,EMP,TOT,PC_WKGPOP,A,2016,65.575,
LUX,EMP,TOT,PC_WKGPOP,A,2017,66.275,
LUX,EMP,TOT,PC_WKGPOP,A,2018,67.1,
LUX,EMP,TOT,PC_WKGPOP,A,2019,67.95,
LUX,EMP,TOT,PC_WKGPOP,A,2020,67.25,B
MEX,EMP,TOT,PC_WKGPOP,A,2011,60.02428,
MEX,EMP,TOT,PC_WKGPOP,A,2012,60.90891,
MEX,EMP,TOT,PC_WKGPOP,A,2013,60.8422,
MEX,EMP,TOT,PC_WKGPOP,A,2014,60.40805,
MEX,EMP,TOT,PC_WKGPOP,A,2015,60.74515,
MEX,EMP,TOT,PC_WKGPOP,A,2016,61.04717,
MEX,EMP,TOT,PC_WKGPOP,A,2017,61.19406,
MEX,EMP,TOT,PC_WKGPOP,A,2018,61.59449,
MEX,EMP,TOT,PC_WKGPOP,A,2019,62.26349,
MEX,EMP,TOT,PC_WKGPOP,A,2020,NaN,
NLD,EMP,TOT,PC_WKGPOP,A,2011,75.7,
NLD,EMP,TOT,PC_WKGPOP,A,2012,75.9,
NLD,EMP,TOT,PC_WKGPOP,A,2013,75.1,
NLD,EMP,TOT,PC_WKGPOP,A,2014,74.65,
NLD,EMP,TOT,PC_WKGPOP,A,2015,75.65,
NLD,EMP,TOT,PC_WKGPOP,A,2016,76.375,
NLD,EMP,TOT,PC_WKGPOP,A,2017,77.375,
NLD,EMP,TOT,PC_WKGPOP,A,2018,78.7,
NLD,EMP,TOT,PC_WKGPOP,A,2019,79.7,
NLD,EMP,TOT,PC_WKGPOP,A,2020,79.3,
NZL,EMP,TOT,PC_WKGPOP,A,2011,72.40391,
NZL,EMP,TOT,PC_WKGPOP,A,2012,71.85777,
NZL,EMP,TOT,PC_WKGPOP,A,2013,72.72184,
NZL,EMP,TOT,PC_WKGPOP,A,2014,74.17313,
NZL,EMP,TOT,PC_WKGPOP,A,2015,74.24967,
NZL,EMP,TOT,PC_WKGPOP,A,2016,75.57751,
NZL,EMP,TOT,PC_WKGPOP,A,2017,76.91602,
NZL,EMP,TOT,PC_WKGPOP,A,2018,77.49548,
NZL,EMP,TOT,PC_WKGPOP,A,2019,77.46133,
NZL,EMP,TOT,PC_WKGPOP,A,2020,76.78643,
NOR,EMP,TOT,PC_WKGPOP,A,2011,75.3,
NOR,EMP,TOT,PC_WKGPOP,A,2012,75.75,
NOR,EMP,TOT,PC_WKGPOP,A,2013,75.425,
NOR,EMP,TOT,PC_WKGPOP,A,2014,75.225,
NOR,EMP,TOT,PC_WKGPOP,A,2015,74.8,
NOR,EMP,TOT,PC_WKGPOP,A,2016,74.3,
NOR,EMP,TOT,PC_WKGPOP,A,2017,74,
NOR,EMP,TOT,PC_WKGPOP,A,2018,74.8,
NOR,EMP,TOT,PC_WKGPOP,A,2019,75.3,
NOR,EMP,TOT,PC_WKGPOP,A,2020,74.65,B
POL,EMP,TOT,PC_WKGPOP,A,2011,57.45,
POL,EMP,TOT,PC_WKGPOP,A,2012,58,
POL,EMP,TOT,PC_WKGPOP,A,2013,58.425,
POL,EMP,TOT,PC_WKGPOP,A,2014,60.2,
POL,EMP,TOT,PC_WKGPOP,A,2015,61.6,
POL,EMP,TOT,PC_WKGPOP,A,2016,63.45,
POL,EMP,TOT,PC_WKGPOP,A,2017,65.25,
POL,EMP,TOT,PC_WKGPOP,A,2018,66.675,
POL,EMP,TOT,PC_WKGPOP,A,2019,67.525,
POL,EMP,TOT,PC_WKGPOP,A,2020,67.8,
PRT,EMP,TOT,PC_WKGPOP,A,2011,61.85,
PRT,EMP,TOT,PC_WKGPOP,A,2012,59.325,
PRT,EMP,TOT,PC_WKGPOP,A,2013,58.825,
PRT,EMP,TOT,PC_WKGPOP,A,2014,61.2,
PRT,EMP,TOT,PC_WKGPOP,A,2015,62.8,
PRT,EMP,TOT,PC_WKGPOP,A,2016,64.225,
PRT,EMP,TOT,PC_WKGPOP,A,2017,66.95,
PRT,EMP,TOT,PC_WKGPOP,A,2018,69.025,
PRT,EMP,TOT,PC_WKGPOP,A,2019,69.85,
PRT,EMP,TOT,PC_WKGPOP,A,2020,68.525,
SVK,EMP,TOT,PC_WKGPOP,A,2011,61,
SVK,EMP,TOT,PC_WKGPOP,A,2012,61.375,
SVK,EMP,TOT,PC_WKGPOP,A,2013,61.575,
SVK,EMP,TOT,PC_WKGPOP,A,2014,62.7,
SVK,EMP,TOT,PC_WKGPOP,A,2015,64.525,
SVK,EMP,TOT,PC_WKGPOP,A,2016,66.7,
SVK,EMP,TOT,PC_WKGPOP,A,2017,68.075,
SVK,EMP,TOT,PC_WKGPOP,A,2018,69.55,
SVK,EMP,TOT,PC_WKGPOP,A,2019,70.425,
SVK,EMP,TOT,PC_WKGPOP,A,2020,69.475,
ESP,EMP,TOT,PC_WKGPOP,A,2011,58.025,
ESP,EMP,TOT,PC_WKGPOP,A,2012,55.75,
ESP,EMP,TOT,PC_WKGPOP,A,2013,54.825,
ESP,EMP,TOT,PC_WKGPOP,A,2014,56,
ESP,EMP,TOT,PC_WKGPOP,A,2015,57.8,
ESP,EMP,TOT,PC_WKGPOP,A,2016,59.55,
ESP,EMP,TOT,PC_WKGPOP,A,2017,61.1,
ESP,EMP,TOT,PC_WKGPOP,A,2018,62.4,
ESP,EMP,TOT,PC_WKGPOP,A,2019,63.3,
ESP,EMP,TOT,PC_WKGPOP,A,2020,60.95,
SWE,EMP,TOT,PC_WKGPOP,A,2011,73.1,
SWE,EMP,TOT,PC_WKGPOP,A,2012,73.275,
SWE,EMP,TOT,PC_WKGPOP,A,2013,73.95,
SWE,EMP,TOT,PC_WKGPOP,A,2014,74.425,
SWE,EMP,TOT,PC_WKGPOP,A,2015,75.025,
SWE,EMP,TOT,PC_WKGPOP,A,2016,75.725,
SWE,EMP,TOT,PC_WKGPOP,A,2017,76.325,
SWE,EMP,TOT,PC_WKGPOP,A,2018,76.85,B
SWE,EMP,TOT,PC_WKGPOP,A,2019,76.575,
SWE,EMP,TOT,PC_WKGPOP,A,2020,74.875,
CHE,EMP,TOT,PC_WKGPOP,A,2011,78.35,
CHE,EMP,TOT,PC_WKGPOP,A,2012,78.475,
CHE,EMP,TOT,PC_WKGPOP,A,2013,78.4,
CHE,EMP,TOT,PC_WKGPOP,A,2014,78.75,
CHE,EMP,TOT,PC_WKGPOP,A,2015,79.2,
CHE,EMP,TOT,PC_WKGPOP,A,2016,79.6,
CHE,EMP,TOT,PC_WKGPOP,A,2017,79.8,
CHE,EMP,TOT,PC_WKGPOP,A,2018,80.1,
CHE,EMP,TOT,PC_WKGPOP,A,2019,80.475,
CHE,EMP,TOT,PC_WKGPOP,A,2020,79.925,B
TUR,EMP,TOT,PC_WKGPOP,A,2011,48.4,
TUR,EMP,TOT,PC_WKGPOP,A,2012,48.9,
TUR,EMP,TOT,PC_WKGPOP,A,2013,49.525,B
TUR,EMP,TOT,PC_WKGPOP,A,2014,49.525,
TUR,EMP,TOT,PC_WKGPOP,A,2015,50.15,
TUR,EMP,TOT,PC_WKGPOP,A,2016,50.65,
TUR,EMP,TOT,PC_WKGPOP,A,2017,51.55,
TUR,EMP,TOT,PC_WKGPOP,A,2018,51.975,
TUR,EMP,TOT,PC_WKGPOP,A,2019,50.3,
TUR,EMP,TOT,PC_WKGPOP,A,2020,47.5,B
GBR,EMP,TOT,PC_WKGPOP,A,2011,70.325,
GBR,EMP,TOT,PC_WKGPOP,A,2012,70.975,
GBR,EMP,TOT,PC_WKGPOP,A,2013,71.55,
GBR,EMP,TOT,PC_WKGPOP,A,2014,72.875,
GBR,EMP,TOT,PC_WKGPOP,A,2015,73.675,
GBR,EMP,TOT,PC_WKGPOP,A,2016,74.375,
GBR,EMP,TOT,PC_WKGPOP,A,2017,75,
GBR,EMP,TOT,PC_WKGPOP,A,2018,75.625,
GBR,EMP,TOT,PC_WKGPOP,A,2019,76.175,
GBR,EMP,TOT,PC_WKGPOP,A,2020,75.4,
USA,EMP,TOT,PC_WKGPOP,A,2011,66.64754,
USA,EMP,TOT,PC_WKGPOP,A,2012,67.13661,
USA,EMP,TOT,PC_WKGPOP,A,2013,67.35994,
USA,EMP,TOT,PC_WKGPOP,A,2014,68.14875,
USA,EMP,TOT,PC_WKGPOP,A,2015,68.70962,
USA,EMP,TOT,PC_WKGPOP,A,2016,69.35136,
USA,EMP,TOT,PC_WKGPOP,A,2017,70.11017,
USA,EMP,TOT,PC_WKGPOP,A,2018,70.72614,
USA,EMP,TOT,PC_WKGPOP,A,2019,71.35841,
USA,EMP,TOT,PC_WKGPOP,A,2020,67.06998,
CHL,EMP,TOT,PC_WKGPOP,A,2011,62.04338,
CHL,EMP,TOT,PC_WKGPOP,A,2012,62.65226,
CHL,EMP,TOT,PC_WKGPOP,A,2013,63.15082,
CHL,EMP,TOT,PC_WKGPOP,A,2014,63.23605,
CHL,EMP,TOT,PC_WKGPOP,A,2015,63.49899,
CHL,EMP,TOT,PC_WKGPOP,A,2016,63.34484,
CHL,EMP,TOT,PC_WKGPOP,A,2017,63.90356,
CHL,EMP,TOT,PC_WKGPOP,A,2018,64.0955,
CHL,EMP,TOT,PC_WKGPOP,A,2019,64.09287,
CHL,EMP,TOT,PC_WKGPOP,A,2020,55.84916,
EST,EMP,TOT,PC_WKGPOP,A,2011,65.7,
EST,EMP,TOT,PC_WKGPOP,A,2012,67.975,
EST,EMP,TOT,PC_WKGPOP,A,2013,69.175,
EST,EMP,TOT,PC_WKGPOP,A,2014,70.225,
EST,EMP,TOT,PC_WKGPOP,A,2015,72.075,
EST,EMP,TOT,PC_WKGPOP,A,2016,72.4,
EST,EMP,TOT,PC_WKGPOP,A,2017,74.5,
EST,EMP,TOT,PC_WKGPOP,A,2018,75.05,
EST,EMP,TOT,PC_WKGPOP,A,2019,75.55,
EST,EMP,TOT,PC_WKGPOP,A,2020,73.975,
ISR,EMP,TOT,PC_WKGPOP,A,2011,60.87873,B
ISR,EMP,TOT,PC_WKGPOP,A,2012,66.5,
ISR,EMP,TOT,PC_WKGPOP,A,2013,67.05833,
ISR,EMP,TOT,PC_WKGPOP,A,2014,67.86667,
ISR,EMP,TOT,PC_WKGPOP,A,2015,68.31667,
ISR,EMP,TOT,PC_WKGPOP,A,2016,68.575,
ISR,EMP,TOT,PC_WKGPOP,A,2017,69.025,
ISR,EMP,TOT,PC_WKGPOP,A,2018,69.03333,
ISR,EMP,TOT,PC_WKGPOP,A,2019,68.94167,
ISR,EMP,TOT,PC_WKGPOP,A,2020,66.78333,
SVN,EMP,TOT,PC_WKGPOP,A,2011,63.825,
SVN,EMP,TOT,PC_WKGPOP,A,2012,63.575,
SVN,EMP,TOT,PC_WKGPOP,A,2013,62.775,
SVN,EMP,TOT,PC_WKGPOP,A,2014,63.4,
SVN,EMP,TOT,PC_WKGPOP,A,2015,64.65,
SVN,EMP,TOT,PC_WKGPOP,A,2016,65.325,
SVN,EMP,TOT,PC_WKGPOP,A,2017,68.725,
SVN,EMP,TOT,PC_WKGPOP,A,2018,70.55,
SVN,EMP,TOT,PC_WKGPOP,A,2019,71.275,
SVN,EMP,TOT,PC_WKGPOP,A,2020,70.05,
COL,EMP,TOT,PC_WKGPOP,A,2011,64.82417,
COL,EMP,TOT,PC_WKGPOP,A,2012,66.015,
COL,EMP,TOT,PC_WKGPOP,A,2013,66.21416,
COL,EMP,TOT,PC_WKGPOP,A,2014,66.71,
COL,EMP,TOT,PC_WKGPOP,A,2015,67.385,
COL,EMP,TOT,PC_WKGPOP,A,2016,67.0325,
COL,EMP,TOT,PC_WKGPOP,A,2017,66.93333,
COL,EMP,TOT,PC_WKGPOP,A,2018,66.45084,
COL,EMP,TOT,PC_WKGPOP,A,2019,65.36667,
COL,EMP,TOT,PC_WKGPOP,A,2020,57.83167,
LVA,EMP,TOT,PC_WKGPOP,A,2011,60.575,
LVA,EMP,TOT,PC_WKGPOP,A,2012,62.775,
LVA,EMP,TOT,PC_WKGPOP,A,2013,64.85,
LVA,EMP,TOT,PC_WKGPOP,A,2014,66.125,
LVA,EMP,TOT,PC_WKGPOP,A,2015,68.05,
LVA,EMP,TOT,PC_WKGPOP,A,2016,68.575,
LVA,EMP,TOT,PC_WKGPOP,A,2017,69.975,
LVA,EMP,TOT,PC_WKGPOP,A,2018,71.725,
LVA,EMP,TOT,PC_WKGPOP,A,2019,72.225,
LVA,EMP,TOT,PC_WKGPOP,A,2020,71.45,
LTU,EMP,TOT,PC_WKGPOP,A,2011,60.2,
LTU,EMP,TOT,PC_WKGPOP,A,2012,62.025,
LTU,EMP,TOT,PC_WKGPOP,A,2013,63.725,
LTU,EMP,TOT,PC_WKGPOP,A,2014,65.65,
LTU,EMP,TOT,PC_WKGPOP,A,2015,67.25,
LTU,EMP,TOT,PC_WKGPOP,A,2016,69.375,
LTU,EMP,TOT,PC_WKGPOP,A,2017,70.375,
LTU,EMP,TOT,PC_WKGPOP,A,2018,72.4,
LTU,EMP,TOT,PC_WKGPOP,A,2019,72.975,
LTU,EMP,TOT,PC_WKGPOP,A,2020,71.625,B
CRI,EMP,TOT,PC_WKGPOP,A,2011,58.08942,
CRI,EMP,TOT,PC_WKGPOP,A,2012,61.81253,
CRI,EMP,TOT,PC_WKGPOP,A,2013,61.76549,
CRI,EMP,TOT,PC_WKGPOP,A,2014,61.74079,
CRI,EMP,TOT,PC_WKGPOP,A,2015,60.69011,
CRI,EMP,TOT,PC_WKGPOP,A,2016,58.71328,
CRI,EMP,TOT,PC_WKGPOP,A,2017,59.7869,
CRI,EMP,TOT,PC_WKGPOP,A,2018,60.95155,
CRI,EMP,TOT,PC_WKGPOP,A,2019,61.64743,
CRI,EMP,TOT,PC_WKGPOP,A,2020,54.83073,
